"team_id","pos_team","division","conference","season","player_id","receiver_player_name","plays","games","team_games","playsgame","TEPA","EPAplay","EPAgame","yards","yardsplay","yardsgame","success","comp","targets","catchpct","passing_td","fumbles","TEPA_rank","EPAgame_rank","EPAplay_rank","success_rank","catchpct_rank","yards_rank","yardsplay_rank","yardsgame_rank","fbs_class"
"103","Boston College","fbs","ACC",2018,3122818,"Tommy Sweeney",42,10,11,4.2,22.3311115099881,0.531693131190193,2.23311115099881,331,7.88095238095238,33.1,0.547619047619048,31,42,0.738095238095238,3,0,232,246,190,205,169,315,341.5,361,"P5"
"103","Boston College","fbs","ACC",2018,3915289,"Ben Glines",18,8,11,2.25,11.068950590003,0.614941699444609,1.38361882375037,136,7.55555555555556,17,0.444444444444444,11,18,0.611111111111111,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2018,3915296,"Michael Walker",20,9,11,2.22222222222222,16.4969399138059,0.824846995690296,1.83299332375621,195,9.75,21.6666666666667,0.55,14,20,0.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2018,3915307,"Chris Garrison",7,5,11,1.4,0.71872262658665,0.10267466094095,0.14374452531733,55,7.85714285714286,11,0.571428571428571,5,7,0.714285714285714,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2018,3915308,"Jake Burt",5,4,11,1.25,5.18005311532202,1.0360106230644,1.29501327883051,80,16,20,0.8,5,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2018,3929118,"Jeff Smith",44,11,11,4,4.21780141699237,0.095859123113463,0.383436492453852,325,7.38636363636364,29.5454545454545,0.340909090909091,19,44,0.431818181818182,4,0,497,511,513,589,614,321,385,406,"P5"
"103","Boston College","fbs","ACC",2018,4035312,"Anthony Brown",7,4,11,1.75,18.8648905509151,2.69498436441644,4.71622263772878,146,20.8571428571429,36.5,0.857142857142857,6,7,0.857142857142857,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2018,4035319,"Kobay White",57,11,11,5.18181818181818,22.4973791375025,0.394690862061448,2.0452162852275,484,8.49122807017544,44,0.403508771929825,31,57,0.543859649122807,3,0,229,265,298,518,558,186.5,275,231.5,"P5"
"103","Boston College","fbs","ACC",2018,4035333,"Korab Idrizi",14,9,11,1.55555555555556,6.7657972422048,0.483271231586057,0.751755249133867,147,10.5,16.3333333333333,0.5,12,14,0.857142857142857,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2018,4035362,"Ray Marten",5,3,11,1.66666666666667,1.1168850774614,0.22337701549228,0.372295025820467,74,14.8,24.6666666666667,0.6,5,5,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2018,4239934,"AJ Dillon",11,7,11,1.57142857142857,-2.01252362800412,-0.18295669345492,-0.287503375429161,41,3.72727272727273,5.85714285714286,0.363636363636364,8,11,0.727272727272727,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2018,4239938,"CJ Lewis",14,6,11,2.33333333333333,-0.472302661044616,-0.0337359043603297,-0.0787171101741027,91,6.5,15.1666666666667,0.285714285714286,9,14,0.642857142857143,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2018,4239941,"Travis Levy",24,10,11,2.4,-2.11199811258728,-0.0879999213578032,-0.211199811258728,155,6.45833333333333,15.5,0.25,18,24,0.75,0,0,579,576,582,614,143.5,552,487,576,"P5"
"103","Boston College","fbs","ACC",2018,4239944,"Hunter Long",3,3,11,1,7.26089982976034,2.42029994325345,2.42029994325345,68,22.6666666666667,22.6666666666667,1,3,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2018,4239952,"Noah Jordan-Williams",1,1,11,1,-0.0638163042064807,-0.0638163042064807,-0.0638163042064807,4,4,4,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2018,4360205,"David Bailey",2,1,11,2,-1.64087127603237,-0.820435638016183,-1.64087127603237,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
